age	job	marital	education	default	balance	housing	loan	contact	duration	campaign	previous	y
48	blue-collar	married	primary	no	1850	yes	no	cellular	61	1	0	no
41	management	married	tertiary	no	328	yes	no	cellular	65	12	0	no
35	management	married	tertiary	no	0	yes	no	telephone	399	12	0	no
47	management	single	tertiary	no	8106	no	no	cellular	340	3	0	no
35	technician	married	secondary	no	840	yes	no	cellular	281	4	0	no
43	management	married	tertiary	no	1800	no	no	telephone	103	3	0	no
44	housemaid	married	primary	no	1109	yes	yes	cellular	176	4	0	no
39	technician	married	secondary	no	738	no	yes	cellular	90	2	0	no
56	retired	divorced	secondary	no	-82	no	yes	cellular	234	6	0	no
26	services	single	secondary	no	0	no	no	cellular	165	23	0	no
51	housemaid	married	unknown	no	174	no	no	telephone	308	3	0	no
39	services	married	secondary	no	949	yes	no	cellular	75	8	0	no
45	services	married	secondary	no	219	yes	yes	cellular	142	8	0	no
43	entrepreneur	single	tertiary	no	744	no	yes	cellular	619	4	0	no
54	services	married	secondary	no	2681	no	no	telephone	481	3	0	no
34	technician	married	tertiary	no	477	no	no	telephone	128	11	0	no
58	housemaid	divorced	primary	no	3858	no	no	telephone	53	6	0	no
39	admin.	married	tertiary	no	9143	no	no	cellular	851	2	0	no
41	blue-collar	married	secondary	no	2044	yes	yes	cellular	234	5	0	no
54	technician	married	primary	no	3067	yes	no	telephone	222	3	0	no
48	management	single	tertiary	no	906	yes	no	telephone	289	9	0	no
47	services	single	secondary	no	591	no	no	cellular	397	1	0	no
60	management	married	tertiary	no	6657	yes	no	cellular	333	19	0	no
51	blue-collar	married	secondary	no	1151	yes	yes	cellular	125	2	0	no
31	entrepreneur	single	tertiary	no	566	yes	no	cellular	333	8	0	no
60	self-employed	single	tertiary	no	179	no	yes	cellular	79	4	0	no
58	retired	divorced	tertiary	no	1321	no	no	telephone	157	6	0	no
52	services	married	secondary	no	-232	no	yes	cellular	101	4	0	no
35	technician	married	secondary	no	3297	yes	no	cellular	193	15	0	no
48	management	married	tertiary	no	14530	yes	yes	telephone	863	10	0	no
39	management	married	tertiary	no	-409	yes	no	cellular	590	23	0	no
49	services	divorced	secondary	no	933	no	yes	cellular	92	33	0	no
43	unemployed	married	secondary	no	1630	no	no	cellular	153	3	0	no
56	unknown	married	unknown	no	1032	no	no	telephone	225	4	0	no
28	services	married	secondary	no	376	no	yes	telephone	49	4	0	no
32	technician	married	secondary	no	1	no	yes	cellular	123	6	0	no
56	services	divorced	secondary	no	1007	no	no	cellular	88	6	0	no
50	blue-collar	married	secondary	no	3436	yes	yes	cellular	182	4	0	no
30	services	married	primary	no	1015	yes	no	cellular	11	8	0	no
25	technician	single	secondary	no	35	yes	no	cellular	96	29	0	no
27	technician	married	secondary	no	0	yes	no	cellular	138	8	0	no
52	admin.	married	secondary	no	1746	no	no	cellular	142	9	0	no
52	blue-collar	single	primary	no	1400	no	no	cellular	103	4	0	no
37	technician	single	secondary	no	103	yes	no	cellular	124	3	0	no
25	services	single	secondary	no	5	no	yes	cellular	84	6	0	no
57	retired	married	primary	no	2927	no	yes	telephone	78	5	0	no
41	blue-collar	married	primary	no	33	yes	yes	cellular	125	5	0	no
51	retired	married	secondary	no	1017	no	no	cellular	353	6	0	no
39	admin.	married	secondary	no	406	no	no	cellular	253	5	0	no
51	technician	divorced	unknown	no	3560	yes	no	cellular	334	6	0	no
38	management	single	tertiary	no	5073	yes	no	cellular	68	4	0	no
56	entrepreneur	divorced	tertiary	no	2975	no	yes	cellular	28	13	0	no
27	technician	single	secondary	no	151	no	no	cellular	139	3	0	no
33	unemployed	married	secondary	no	66	no	yes	cellular	189	8	0	no
42	management	married	secondary	no	0	no	no	cellular	458	3	0	no
47	management	single	tertiary	no	255	no	yes	cellular	802	4	0	yes
27	blue-collar	single	primary	no	-71	no	yes	cellular	70	3	0	no
28	blue-collar	single	primary	no	1199	yes	no	cellular	1011	20	0	no
49	admin.	divorced	secondary	no	-73	yes	no	cellular	31	22	0	no
41	management	married	tertiary	no	15	yes	no	cellular	59	2	0	no
55	services	married	unknown	no	715	yes	no	telephone	90	2	0	no
49	management	married	tertiary	no	5969	no	no	cellular	258	2	0	no
43	blue-collar	married	secondary	no	511	yes	no	cellular	67	7	0	no
59	retired	single	secondary	no	2303	no	yes	telephone	128	2	0	no
34	management	married	tertiary	no	13	yes	no	cellular	99	3	0	no
56	retired	divorced	primary	no	1177	no	no	cellular	39	2	0	no
45	blue-collar	married	unknown	no	13265	no	no	cellular	113	2	0	no
39	admin.	divorced	secondary	no	83	yes	no	cellular	69	6	0	no
58	management	married	tertiary	no	0	no	no	cellular	120	2	0	no
58	retired	married	secondary	no	901	yes	yes	cellular	235	2	0	no
41	management	married	tertiary	no	2646	no	no	cellular	81	2	0	no
33	blue-collar	married	secondary	no	5441	yes	no	cellular	312	6	0	no
46	self-employed	divorced	tertiary	no	21	no	no	cellular	566	2	0	yes
55	blue-collar	married	unknown	no	1665	no	no	telephone	89	2	0	no
40	blue-collar	married	primary	no	1073	no	no	cellular	42	2	0	no
36	services	married	secondary	no	0	no	no	cellular	843	2	0	yes
47	admin.	single	secondary	no	-874	yes	no	cellular	528	2	0	no
42	technician	single	secondary	no	746	no	no	cellular	86	2	0	no
45	admin.	married	secondary	no	3307	no	no	cellular	129	2	0	no
44	management	married	secondary	no	4425	no	no	cellular	477	2	0	no
45	admin.	divorced	secondary	no	1201	no	no	cellular	652	2	0	no
51	housemaid	married	tertiary	no	390	yes	no	cellular	102	3	0	no
36	technician	married	secondary	no	318	no	no	cellular	295	2	0	no
36	unemployed	single	unknown	no	4481	no	no	telephone	99	2	0	no
39	blue-collar	married	unknown	no	1181	yes	no	cellular	650	2	0	yes
52	blue-collar	married	secondary	no	698	no	no	telephone	38	2	0	no
35	self-employed	divorced	secondary	no	3443	no	no	cellular	409	4	0	no
48	technician	married	secondary	no	862	no	no	cellular	160	2	0	no
43	blue-collar	married	primary	no	548	no	no	cellular	100	9	0	no
54	blue-collar	married	secondary	no	898	no	no	telephone	641	2	0	no
38	unemployed	single	secondary	no	7159	no	no	telephone	285	2	0	no
47	blue-collar	married	primary	no	320	no	no	telephone	203	2	0	no
48	unknown	married	unknown	no	286	no	no	cellular	166	2	0	no
42	services	single	unknown	no	974	no	no	cellular	73	2	0	no
54	entrepreneur	married	tertiary	no	0	no	no	cellular	250	5	0	no
58	management	divorced	secondary	no	3161	no	no	telephone	542	2	0	yes
53	management	divorced	tertiary	no	93	no	no	cellular	219	2	0	no
49	technician	married	secondary	no	1091	no	no	telephone	47	2	0	no
29	technician	married	secondary	no	3615	yes	no	cellular	93	3	0	no
43	technician	single	secondary	no	54	yes	no	cellular	62	2	0	no
42	blue-collar	married	secondary	no	-269	yes	no	telephone	100	6	0	no
57	retired	married	tertiary	no	11254	no	no	cellular	229	2	0	no
45	blue-collar	married	secondary	no	0	no	no	cellular	25	2	0	no
37	admin.	divorced	tertiary	no	43	yes	no	cellular	65	2	0	no
50	technician	divorced	secondary	no	1303	no	no	telephone	274	2	0	no
44	technician	single	secondary	no	3438	yes	no	telephone	68	2	0	no
53	blue-collar	divorced	primary	no	235	no	no	cellular	241	2	0	no
48	unemployed	single	primary	no	63	no	no	cellular	29	4	0	no
55	management	married	primary	no	3293	no	no	telephone	64	2	0	no
56	blue-collar	married	unknown	no	260	yes	no	telephone	250	2	0	no
50	admin.	single	primary	no	1367	no	no	telephone	270	2	0	no
41	management	married	tertiary	no	1715	no	yes	cellular	695	2	0	no
56	housemaid	single	secondary	no	68	no	yes	cellular	85	3	0	no
53	entrepreneur	single	unknown	no	717	no	no	cellular	594	2	0	no
38	technician	single	tertiary	no	2350	no	no	cellular	101	2	0	no
41	management	married	tertiary	no	636	yes	no	telephone	80	2	0	no
43	services	married	secondary	no	-1	no	no	cellular	605	2	0	no
60	blue-collar	married	secondary	no	241	yes	no	telephone	42	3	0	no
26	blue-collar	married	secondary	no	0	yes	yes	telephone	51	20	0	no
31	self-employed	married	tertiary	no	0	yes	no	cellular	1037	24	0	no
32	admin.	married	secondary	no	0	yes	no	cellular	71	5	0	no
42	technician	married	secondary	no	0	no	no	cellular	351	2	0	no
45	technician	divorced	secondary	no	245	yes	no	cellular	76	3	0	no
50	blue-collar	married	secondary	no	917	yes	no	cellular	58	2	0	no
45	unemployed	married	tertiary	no	579	yes	no	cellular	141	2	0	no
55	services	divorced	secondary	no	1817	no	no	cellular	404	4	0	no
54	retired	single	secondary	no	10621	no	no	cellular	187	2	0	no
37	admin.	divorced	secondary	no	241	yes	yes	cellular	55	25	0	no
30	housemaid	married	primary	no	462	no	yes	cellular	274	3	0	no
51	blue-collar	married	secondary	no	0	no	no	telephone	145	4	0	no
49	technician	married	primary	no	1415	yes	no	cellular	269	2	0	no
51	retired	divorced	primary	no	1193	yes	no	cellular	85	2	0	no
44	management	married	secondary	no	488	no	yes	cellular	292	11	0	no
53	technician	married	secondary	no	-440	no	no	cellular	14	33	0	no
27	self-employed	single	secondary	no	152	no	no	cellular	80	3	0	no
51	technician	divorced	secondary	no	43	no	no	cellular	220	2	0	no
55	services	married	secondary	no	96	no	no	telephone	340	2	0	no
45	blue-collar	single	unknown	no	713	no	no	cellular	148	2	0	no
36	management	married	tertiary	no	6641	no	no	cellular	105	4	0	no
54	management	single	secondary	no	602	no	no	cellular	101	2	0	no
45	blue-collar	married	secondary	no	3	no	yes	telephone	154	2	0	no
46	technician	married	secondary	no	0	no	no	cellular	77	2	0	no
38	services	married	secondary	no	105	no	no	cellular	244	2	0	no
46	management	married	secondary	yes	-333	no	yes	cellular	597	2	0	no
52	management	married	tertiary	no	0	yes	no	cellular	161	6	0	no
41	management	single	tertiary	no	1373	no	no	cellular	81	2	0	no
45	technician	married	primary	no	6535	no	no	cellular	639	2	0	no
36	entrepreneur	single	secondary	no	296	no	no	cellular	122	2	0	no
35	services	married	secondary	no	5	no	no	cellular	153	2	0	no
38	blue-collar	married	secondary	no	1149	no	no	cellular	41	2	0	no
56	retired	married	secondary	no	485	no	no	cellular	70	2	0	no
32	unemployed	married	tertiary	no	7	yes	no	cellular	29	3	0	no
58	management	married	secondary	no	2739	yes	no	cellular	86	6	0	no
54	admin.	married	primary	no	0	no	no	cellular	255	2	0	no
39	services	married	secondary	no	861	yes	no	cellular	218	4	0	no
56	unemployed	married	secondary	no	1340	no	yes	telephone	197	6	0	no
54	technician	married	secondary	no	273	yes	no	cellular	55	3	0	no
49	entrepreneur	divorced	unknown	yes	-701	yes	no	cellular	988	2	0	yes
47	management	divorced	tertiary	no	8226	yes	no	cellular	137	2	0	no
55	unemployed	married	secondary	no	4372	yes	no	cellular	122	2	0	no
45	admin.	divorced	unknown	no	998	yes	no	telephone	38	2	0	no
44	housemaid	divorced	primary	no	629	no	no	cellular	432	4	0	no
46	admin.	divorced	secondary	no	1203	no	no	cellular	227	8	0	no
39	admin.	married	secondary	no	-139	no	no	cellular	120	2	0	no
40	management	divorced	tertiary	no	69	yes	no	cellular	149	2	0	no
55	management	married	tertiary	no	-375	no	no	cellular	814	2	0	yes
50	blue-collar	married	secondary	no	0	no	no	cellular	144	9	0	no
31	technician	married	secondary	no	0	yes	no	cellular	126	3	0	no
45	management	married	primary	no	321	yes	no	cellular	918	4	0	no
57	blue-collar	married	primary	yes	195	no	yes	telephone	185	4	0	no
52	unemployed	married	primary	no	959	no	no	telephone	694	2	0	yes
56	self-employed	married	secondary	no	784	no	yes	cellular	149	2	0	no
37	services	married	secondary	no	4151	yes	yes	cellular	543	4	0	yes
44	services	married	secondary	no	1335	yes	no	cellular	94	5	0	no
59	management	married	primary	no	3831	no	no	telephone	87	4	0	no
60	retired	divorced	secondary	no	1091	no	no	cellular	441	5	0	yes
47	technician	married	tertiary	no	0	yes	yes	cellular	89	2	0	no
53	self-employed	married	primary	no	4576	no	no	telephone	82	2	0	no
29	housemaid	married	secondary	no	1082	no	yes	cellular	77	4	0	no
52	blue-collar	single	secondary	no	359	yes	no	cellular	444	2	0	no
59	retired	married	secondary	no	0	yes	no	cellular	73	4	0	no
42	blue-collar	married	unknown	no	-406	yes	no	cellular	152	5	0	no
56	retired	divorced	secondary	no	1005	no	yes	cellular	69	4	0	no
37	blue-collar	single	primary	no	554	yes	no	cellular	74	3	0	no
44	unemployed	married	primary	no	51	no	no	cellular	289	4	0	no
38	entrepreneur	married	primary	no	0	yes	no	cellular	172	4	0	no
44	blue-collar	married	primary	no	276	yes	no	cellular	535	2	0	no
31	management	married	tertiary	no	18	yes	no	cellular	72	19	0	no
41	management	single	unknown	no	335	no	no	cellular	44	4	0	no
46	technician	divorced	secondary	no	2862	yes	yes	cellular	132	3	0	no
41	services	married	unknown	yes	-1	no	yes	cellular	1171	4	0	yes
38	technician	married	secondary	yes	238	no	no	cellular	376	8	0	no
44	admin.	married	secondary	no	1305	no	no	cellular	72	4	0	no
57	housemaid	divorced	primary	no	3819	no	no	telephone	1001	2	0	no
58	unemployed	single	secondary	no	1013	yes	no	cellular	341	5	0	no
52	self-employed	married	secondary	no	1498	yes	no	cellular	1078	11	0	no
53	services	married	secondary	no	1194	no	no	telephone	166	4	0	no
51	technician	married	secondary	yes	61	no	yes	telephone	27	20	0	no
35	management	married	tertiary	no	648	no	no	cellular	674	2	0	no
55	management	single	secondary	no	1507	yes	no	cellular	114	3	0	no
50	entrepreneur	married	secondary	no	1011	yes	no	telephone	340	2	0	no
46	self-employed	single	primary	no	2032	no	no	cellular	424	2	0	no
29	blue-collar	single	tertiary	no	11310	yes	no	cellular	436	3	0	no
40	technician	married	secondary	no	657	yes	no	cellular	159	2	0	no
50	blue-collar	divorced	primary	no	-333	no	yes	cellular	208	2	0	no
46	admin.	divorced	tertiary	no	-363	no	yes	cellular	96	11	0	no
36	admin.	single	secondary	no	1328	no	no	cellular	69	9	0	no
53	unemployed	single	secondary	no	4	no	no	cellular	259	3	0	no
48	blue-collar	married	secondary	no	-202	yes	yes	cellular	225	4	0	no
50	entrepreneur	married	tertiary	no	230	no	no	telephone	1089	4	0	yes
56	retired	married	primary	no	152	yes	yes	cellular	65	7	0	no
43	self-employed	divorced	primary	no	0	no	no	cellular	266	6	0	no
53	entrepreneur	married	tertiary	no	1046	yes	yes	cellular	50	20	0	no
60	housemaid	married	primary	no	726	no	yes	cellular	94	5	0	no
41	unknown	married	unknown	no	779	no	no	cellular	647	10	0	no
32	services	married	secondary	no	-31	no	yes	telephone	96	6	0	no
54	technician	married	secondary	no	114	no	no	cellular	458	3	0	yes
41	services	married	secondary	no	1785	no	no	cellular	225	7	0	no
26	blue-collar	single	secondary	no	179	no	no	cellular	103	3	0	no
30	admin.	single	secondary	no	1223	yes	no	cellular	112	5	0	no
47	blue-collar	married	primary	no	269	yes	no	cellular	145	5	0	no
33	blue-collar	married	secondary	no	328	yes	no	telephone	216	9	0	no
30	technician	married	tertiary	no	-340	yes	yes	telephone	156	8	0	no
34	management	single	secondary	no	356	yes	no	cellular	52	7	0	no
45	technician	married	secondary	no	1841	yes	no	cellular	154	2	0	no
54	management	single	secondary	no	555	no	yes	cellular	117	11	0	no
36	technician	divorced	secondary	no	664	yes	yes	cellular	266	4	0	no
35	blue-collar	single	unknown	no	217	yes	no	cellular	107	11	0	no
53	technician	married	secondary	no	6671	yes	yes	cellular	72	9	0	no
40	admin.	divorced	secondary	no	4	no	no	cellular	63	3	0	no
37	student	divorced	tertiary	no	0	no	no	telephone	100	6	0	no
25	admin.	married	secondary	no	242	yes	no	cellular	62	12	0	no
30	services	married	secondary	no	-176	yes	no	cellular	47	31	0	no
32	admin.	married	secondary	no	167	yes	no	cellular	103	6	0	no
55	blue-collar	single	secondary	no	197	no	no	cellular	95	6	0	no
30	services	single	secondary	no	726	yes	yes	cellular	109	3	0	no
44	management	married	secondary	no	-665	no	no	cellular	342	3	0	no
27	housemaid	married	primary	no	3	yes	yes	cellular	64	4	0	no
31	entrepreneur	married	secondary	no	1302	yes	no	cellular	89	3	0	no
50	management	married	tertiary	no	398	no	no	telephone	1567	5	0	no
33	admin.	married	secondary	no	0	yes	no	cellular	41	5	0	no
44	unknown	single	secondary	no	2023	no	no	cellular	67	21	0	no
60	housemaid	married	unknown	no	15681	no	no	cellular	140	3	0	no
43	blue-collar	married	secondary	no	-179	yes	no	cellular	335	6	0	no
35	unemployed	single	secondary	no	0	no	no	cellular	740	3	0	no
38	management	married	tertiary	no	-299	yes	no	cellular	86	3	0	no
46	retired	married	secondary	no	119	no	yes	cellular	85	2	0	no
58	retired	divorced	tertiary	no	-1598	yes	no	cellular	104	7	0	no
52	management	divorced	tertiary	no	147	no	no	cellular	90	4	0	no
55	entrepreneur	divorced	secondary	no	1553	no	no	cellular	85	3	0	no
35	management	married	tertiary	no	-468	yes	no	cellular	540	8	0	yes
42	services	divorced	secondary	no	732	no	no	cellular	109	3	0	no
49	technician	married	secondary	no	1712	yes	no	cellular	155	3	0	no
52	management	divorced	tertiary	no	0	yes	yes	cellular	278	3	0	no
35	blue-collar	married	secondary	no	3188	yes	no	cellular	288	3	0	no
54	unemployed	divorced	secondary	no	3721	yes	no	cellular	163	1	0	no
58	management	married	tertiary	no	230	yes	no	telephone	339	10	0	no
60	retired	married	secondary	no	194	no	yes	cellular	61	5	0	no
43	technician	single	secondary	no	34	no	no	telephone	29	1	0	no
41	services	divorced	secondary	no	97	no	no	cellular	244	3	0	no
53	retired	married	primary	no	0	no	no	cellular	123	1	0	no
37	management	single	tertiary	no	2173	no	no	cellular	352	1	0	no
56	management	divorced	tertiary	no	66	no	yes	cellular	72	4	0	no
57	services	divorced	secondary	no	4664	no	no	cellular	103	1	0	no
57	blue-collar	married	primary	no	133	no	yes	cellular	173	4	0	no
40	admin.	married	secondary	yes	-444	no	yes	telephone	168	8	0	no
43	housemaid	married	primary	no	410	yes	yes	cellular	50	2	0	no
59	management	single	tertiary	no	1180	no	no	cellular	22	3	0	no
39	self-employed	single	tertiary	no	3972	no	no	cellular	122	3	0	no
35	services	married	secondary	no	0	yes	no	cellular	251	3	0	no
26	blue-collar	single	secondary	no	856	yes	yes	cellular	95	5	0	no
55	management	married	tertiary	no	2366	yes	yes	cellular	94	4	0	no
55	unemployed	married	secondary	no	2489	no	no	cellular	207	1	0	no
53	unemployed	married	secondary	no	2248	yes	no	cellular	122	1	0	no
42	services	married	unknown	no	1340	no	yes	cellular	88	5	0	no
40	self-employed	single	tertiary	no	819	no	no	cellular	100	3	0	no
59	retired	divorced	secondary	no	679	no	no	cellular	761	4	0	yes
45	technician	divorced	secondary	no	167	no	no	cellular	97	11	0	no
46	unemployed	divorced	secondary	no	0	no	no	cellular	638	3	0	no
40	blue-collar	married	secondary	no	384	no	yes	cellular	142	3	0	no
42	entrepreneur	married	unknown	no	206	yes	no	cellular	695	2	0	yes
45	management	married	tertiary	no	1300	no	no	cellular	135	3	0	no
37	admin.	married	unknown	no	892	yes	no	cellular	269	17	0	no
57	retired	divorced	secondary	no	39	yes	no	cellular	354	3	0	no
48	blue-collar	married	secondary	no	305	no	no	telephone	169	3	0	no
27	management	single	tertiary	no	1	yes	no	cellular	764	4	0	yes
46	entrepreneur	married	secondary	no	4000	no	no	cellular	251	3	0	no
60	housemaid	married	primary	no	921	no	no	telephone	23	15	0	no
48	admin.	married	tertiary	no	1015	no	yes	telephone	100	3	0	no
36	blue-collar	married	secondary	no	0	yes	no	cellular	184	6	0	no
36	admin.	married	secondary	no	251	no	no	cellular	180	7	0	no
30	self-employed	single	tertiary	no	166	no	no	cellular	151	4	0	no
31	blue-collar	married	secondary	no	29	no	no	cellular	130	3	0	no
47	management	married	tertiary	no	337	no	no	telephone	300	5	0	no
59	management	married	tertiary	no	123	yes	no	cellular	70	6	0	no
29	blue-collar	married	secondary	no	1175	yes	yes	cellular	141	4	0	no
51	services	married	secondary	no	-437	no	yes	cellular	130	3	0	no
53	management	divorced	tertiary	yes	0	yes	yes	cellular	75	5	0	no
45	management	married	tertiary	no	81	no	yes	cellular	61	3	0	no
56	unemployed	divorced	tertiary	no	0	yes	no	cellular	1259	6	0	no
25	blue-collar	married	secondary	no	-288	no	yes	cellular	311	4	0	no
36	housemaid	married	primary	no	78	yes	no	telephone	2692	9	0	yes
56	technician	divorced	unknown	no	1939	yes	no	cellular	121	3	0	no
59	housemaid	divorced	primary	no	2518	no	no	cellular	675	3	0	yes
39	management	married	tertiary	no	346	no	no	cellular	230	3	0	no
27	services	divorced	secondary	no	397	no	yes	cellular	192	3	0	no
43	blue-collar	single	primary	no	2	yes	no	cellular	783	3	0	no
40	management	single	tertiary	no	89	yes	no	cellular	96	6	0	no
41	admin.	married	secondary	no	1705	no	no	cellular	92	3	0	no
36	services	married	secondary	no	0	yes	no	cellular	54	12	0	no
39	technician	married	tertiary	no	-1099	yes	no	cellular	56	9	0	no
30	management	single	tertiary	yes	35	no	no	cellular	185	4	0	no
59	management	divorced	tertiary	no	0	no	no	telephone	196	3	0	no
25	admin.	single	secondary	no	230	no	no	telephone	394	14	0	no
51	housemaid	married	primary	no	1337	no	no	telephone	74	6	0	no
43	admin.	married	secondary	no	378	no	no	cellular	782	8	0	yes
53	blue-collar	married	secondary	no	2047	no	no	telephone	342	6	0	no
33	management	divorced	secondary	no	321	no	yes	cellular	151	10	0	no
48	housemaid	married	primary	no	283	yes	no	telephone	383	7	0	no
52	management	married	secondary	no	0	no	no	cellular	249	3	0	no
37	admin.	single	tertiary	no	869	no	no	cellular	60	8	0	no
49	blue-collar	married	secondary	no	395	no	yes	cellular	188	3	0	no
30	management	married	tertiary	no	160	yes	no	cellular	83	4	0	no
39	blue-collar	married	secondary	no	8	no	no	cellular	88	3	0	no
29	blue-collar	married	primary	no	630	yes	no	cellular	219	5	0	no
44	self-employed	married	unknown	no	680	yes	no	telephone	84	4	0	no
44	services	married	secondary	no	742	no	no	telephone	77	5	0	no
26	services	married	secondary	yes	13	yes	yes	cellular	21	25	0	no
26	self-employed	single	tertiary	no	50	no	no	cellular	160	4	0	no
33	management	married	tertiary	no	89	yes	no	cellular	61	4	0	no
55	retired	married	secondary	no	4194	no	yes	telephone	208	3	0	no
40	management	single	secondary	no	900	yes	no	cellular	84	2	0	no
29	admin.	single	secondary	no	345	yes	yes	cellular	98	13	0	no
39	technician	single	secondary	no	391	no	yes	cellular	962	4	0	yes
35	technician	married	secondary	yes	-1322	yes	no	cellular	105	11	0	no
56	unemployed	married	unknown	no	846	yes	no	telephone	213	7	0	no
44	blue-collar	married	secondary	no	5414	no	no	cellular	166	4	0	no
41	blue-collar	married	primary	no	1500	yes	no	cellular	101	6	0	no
40	services	divorced	secondary	no	694	yes	no	cellular	75	14	0	no
30	admin.	single	secondary	no	394	yes	yes	cellular	75	3	0	no
57	blue-collar	divorced	secondary	no	644	no	yes	cellular	263	4	0	no
50	technician	married	tertiary	no	3337	yes	yes	telephone	24	14	0	no
43	admin.	married	secondary	no	0	no	no	cellular	408	8	0	no
35	management	married	tertiary	no	11	no	no	cellular	22	19	0	no
30	admin.	married	secondary	no	116	yes	no	cellular	15	19	0	no
39	admin.	married	secondary	no	70	yes	no	cellular	13	11	0	no
56	management	married	tertiary	no	25290	no	no	cellular	81	12	0	no
54	management	married	tertiary	no	1938	yes	no	telephone	81	7	0	no
53	entrepreneur	married	tertiary	no	17410	no	no	cellular	59	6	0	no
45	blue-collar	married	secondary	no	726	yes	no	cellular	175	6	0	no
41	services	married	unknown	no	5980	yes	no	cellular	150	3	0	no
59	management	divorced	tertiary	no	0	yes	no	cellular	52	8	0	no
58	management	married	tertiary	no	0	no	no	cellular	85	4	0	no
38	unemployed	married	primary	no	311	no	no	telephone	80	11	0	no
34	management	married	tertiary	no	82	no	no	cellular	134	5	0	no
43	admin.	married	secondary	no	1996	no	yes	cellular	34	3	0	no
46	management	married	secondary	no	1114	no	no	cellular	87	8	0	no
48	management	married	tertiary	no	10347	yes	no	cellular	153	6	0	no
59	blue-collar	married	primary	no	80	yes	no	telephone	46	21	0	no
59	retired	married	unknown	no	201	no	no	cellular	69	7	0	no
38	technician	married	secondary	yes	0	no	yes	cellular	44	28	0	no
41	technician	single	secondary	no	3023	no	no	cellular	616	3	0	no
46	admin.	married	secondary	no	526	no	yes	cellular	251	3	0	no
59	blue-collar	divorced	primary	no	4399	yes	no	telephone	69	8	0	no
48	blue-collar	married	primary	no	816	yes	no	cellular	114	7	0	no
27	technician	single	secondary	no	0	no	no	cellular	13	3	0	no
42	self-employed	married	tertiary	no	0	yes	no	telephone	650	19	0	no
37	blue-collar	married	secondary	no	417	no	no	cellular	1212	5	0	no
49	retired	divorced	secondary	no	224	no	yes	cellular	79	4	0	no
37	admin.	single	secondary	no	483	no	no	cellular	11	11	0	no
35	technician	single	secondary	no	161	yes	yes	cellular	175	4	0	no
30	management	single	tertiary	no	47	no	yes	cellular	11	17	0	no
45	management	married	tertiary	no	385	no	yes	cellular	12	16	0	no
36	self-employed	single	tertiary	no	1240	no	no	cellular	812	3	0	yes
35	technician	single	tertiary	no	6763	no	no	telephone	23	4	0	no
28	management	single	tertiary	no	1837	yes	no	telephone	49	3	0	no
42	admin.	married	secondary	no	3842	no	no	cellular	130	4	0	no
41	management	single	tertiary	no	0	no	no	cellular	24	4	0	no
34	technician	single	tertiary	no	-554	yes	yes	cellular	68	3	0	no
46	management	married	tertiary	no	1139	no	no	cellular	466	4	0	no
51	blue-collar	married	primary	no	63	yes	yes	cellular	87	4	0	no
47	management	married	unknown	no	4567	no	no	telephone	921	4	0	no
48	retired	married	primary	no	1591	no	no	cellular	217	4	0	no
50	unemployed	divorced	tertiary	no	64	no	no	cellular	81	6	0	no
37	management	married	unknown	yes	62	yes	no	cellular	85	4	0	no
40	admin.	single	secondary	no	816	no	no	cellular	114	8	0	no
35	services	married	secondary	no	1694	no	yes	cellular	55	6	0	no
50	blue-collar	married	secondary	no	37	yes	yes	cellular	28	2	0	no
53	blue-collar	married	primary	no	880	no	no	cellular	207	4	0	no
39	services	divorced	secondary	no	42	no	no	cellular	75	2	0	no
50	blue-collar	married	unknown	no	2284	yes	no	telephone	1088	17	0	yes
55	technician	married	secondary	no	264	yes	yes	cellular	1150	5	0	yes
56	technician	married	unknown	no	689	no	no	cellular	232	2	0	no
57	management	married	tertiary	no	179	no	no	cellular	190	2	0	no
52	blue-collar	single	secondary	no	-477	no	no	cellular	37	4	0	no
37	technician	married	secondary	no	703	no	no	cellular	92	2	0	no
31	admin.	married	secondary	no	377	no	no	cellular	384	4	0	no
36	management	married	tertiary	no	-381	yes	no	cellular	30	29	0	no
37	technician	married	tertiary	no	7	yes	yes	cellular	18	10	0	no
47	blue-collar	married	secondary	no	1968	yes	no	cellular	394	2	0	no
46	blue-collar	married	secondary	no	870	no	yes	cellular	87	2	0	no
41	blue-collar	married	secondary	no	750	yes	no	cellular	207	2	0	no
40	entrepreneur	divorced	tertiary	no	992	yes	no	cellular	196	2	0	no
44	technician	divorced	primary	no	538	no	no	cellular	196	2	0	no
37	technician	married	secondary	no	1063	yes	no	cellular	413	2	0	no
37	blue-collar	married	primary	no	153	no	yes	cellular	15	26	0	no
39	services	married	secondary	no	124	yes	no	cellular	81	5	0	no
42	management	married	tertiary	no	4617	yes	no	cellular	543	2	0	no
33	self-employed	married	secondary	no	0	yes	no	cellular	14	23	0	no
32	entrepreneur	single	primary	no	1770	no	yes	cellular	70	6	0	no
48	blue-collar	married	secondary	no	-404	yes	no	cellular	130	3	0	no
35	services	married	primary	no	14	no	yes	cellular	151	8	0	no
25	blue-collar	married	secondary	no	2307	yes	no	cellular	104	5	0	no
58	retired	married	secondary	no	53	no	no	cellular	102	2	0	no
27	technician	single	secondary	no	3267	no	yes	cellular	62	13	0	no
36	technician	married	tertiary	no	571	yes	yes	cellular	46	3	0	no
52	retired	divorced	primary	no	353	no	no	cellular	395	4	0	no
